status_id,permalink,created_time,share_text,image_text_py,image_text_ms,ms_cv_caption,clarifai_tags,clarifai_tags_prob,reposted,original,repost,repost_order,times_repost,days_bet_repost
150424302108405_209685379515630,https://www.facebook.com/150424302108405_209685379515630,24/03/2017 13:00,"You have latinos to thank for this flavor, you're welcome.","share if you agree this is the
best flavor hands down
LIMON
PEPINO","share if you agree this is the
best flavor hands down
LIMON
PEPINO",a green bottle,"no person,bottle,plastic,container,recycling,health,drink,liquid,merchandise,clean,horizontal,empty,healthcare,isolated,glass,cola,safety,pollution,medicine,cap","0.99418426,0.98734915,0.98424256,0.9817921,0.9733851,0.9619461,0.9236295,0.9190892,0.90317,0.88854635,0.8565861,0.8492693,0.8358651,0.83367735,0.8282756,0.8272835,0.81254625,0.803491,0.8015393,0.8013326",0,1,0,,,
150424302108405_209692646181570,https://www.facebook.com/150424302108405_209692646181570,25/03/2017 13:00,Pain for pleasure.,"if fifty shades was created
by latinos","if fifty shades was created
by latinos",person in a suit and tie,"people,man,business,horizontal,adult,monochrome,indoors,vertical,serious,tie,intelligence,dinner jacket,petition,formalwear,portrait,suit,confidence,education,uncertainty,achievement","0.9864373,0.9842589,0.9778592,0.962904,0.9313087,0.9303237,0.9234598,0.91513866,0.8763752,0.8395322,0.8349501,0.82052577,0.8163927,0.8125397,0.8049052,0.8027668,0.7950162,0.7760344,0.75522554,0.752328",0,1,0,,,
150424302108405_211514882666013,https://www.facebook.com/150424302108405_211514882666013,27/03/2017 13:00,Finally a real man!,"when you passed your driver's
test","when you passed your driver's
test",a person with a cell phone,"man,people,horizontal,indoors,adult,portrait,young,battle,woman,looking,person,business,communication,fun,adolescent,isolated,angry,desktop,sport,outdoors","0.97623646,0.9677143,0.9624907,0.9070263,0.90641963,0.902495,0.88124704,0.836715,0.83573806,0.82517827,0.82053673,0.8155347,0.79500663,0.78507054,0.7794104,0.76658523,0.7616558,0.7342379,0.7187234,0.7124604",0,1,0,,,
150424302108405_212064962611005,https://www.facebook.com/150424302108405_212064962611005,28/03/2017 13:00,Upcoming video game for summer lol.,"if mario bros. had been created
by mexicans","if mario bros. had been created
by mexicans",a screenshot of a tree,"World Wide Web,tag,template,label,banner,graphic,layout,vectors,procedure,page,information,promotion,business,company,bill,designing,facts,text,illustration,desktop","0.9925399,0.9912379,0.9872732,0.9787482,0.9632264,0.958164,0.9511483,0.94742906,0.94670177,0.9430796,0.9384522,0.93412125,0.9312978,0.9199116,0.9174552,0.91611254,0.9109627,0.9018535,0.9013512,0.89084935",0,1,0,,,
150424302108405_212149049269263,https://www.facebook.com/150424302108405_212149049269263,29/03/2017 13:00,Why does she always have to do that?,"when your mom calls you to come
and eat but la comida no está lista","when your mom calls you to come
and eat but la comida no está lista",Kanye West et al. posing for a photo,"man,indoors,people,adult,horizontal,portrait,headshot,sitting,serious,vertical,togetherness,friendship,looking,sit,communication,military,business,battle,happiness,outdoors","0.99663246,0.99235284,0.98926187,0.98914564,0.98839116,0.9863008,0.95570964,0.9553982,0.9537083,0.94149226,0.92598164,0.9053308,0.88258326,0.8799843,0.8685578,0.86485136,0.8616921,0.8377104,0.82302237,0.8212259",0,1,0,,,
150424302108405_212639152553586,https://www.facebook.com/150424302108405_212639152553586,31/03/2017 13:00,"Girl, why you always lyin'?","every guy knows this is the official
'no estoy enojada face'","every guy knows this is the official
'no estoy enojada face'",a woman sitting on a bed,"people,woman,adult,sit,relaxation,horizontal,indoors,portrait,looking,young,cute,pretty,girl,anticipation,child,happiness,one,bed,family,wait","0.9844956,0.97982514,0.9774135,0.97634786,0.9626684,0.96233964,0.9604187,0.93573153,0.89719915,0.8937025,0.8845387,0.8750761,0.86755204,0.86099577,0.8574321,0.853676,0.85139596,0.8278221,0.8217373,0.8124863",0,1,0,,,
150424302108405_213177325833102,https://www.facebook.com/150424302108405_213177325833102,1/04/2017 13:00,Pos NiEntiendo <f0><U+009F><U+0098><U+0082> .,"latina moms be like
NlNTENDO
NINTENDO
NINTENDO
Nintendo
NINTENDO","latina moms be like
NlNTENDO
NINTENDO
NINTENDO
Nintendo
NINTENDO",a cell phone,"illustration,business,text,tag,graphic,desktop,designing,symbol,World Wide Web,internet,education,cloud,banner,facts,management,promotion,communication,conceptual,bill,identity","0.9693322,0.9671899,0.9374537,0.93026596,0.92774755,0.9220754,0.9176369,0.9162487,0.90436107,0.89830476,0.859162,0.85756445,0.85490876,0.8547737,0.8524097,0.85213727,0.8418075,0.8351593,0.8339412,0.8276336",0,1,0,,,
150424302108405_213161919167976,https://www.facebook.com/150424302108405_213161919167976,2/04/2017 13:00,King of the accordion!,"your video game vs
my video game","your video game vs
my video game",a close up of a book,"bill,text,squad,people,illustration,man,collection,collage,banner,populace,communication,business,adult,propaganda,desktop,sport,card,education,sign,service","0.9883783,0.96539503,0.9608127,0.9434091,0.93625915,0.8947971,0.8861067,0.8733123,0.8633836,0.8615886,0.8598174,0.8403847,0.8229722,0.8194469,0.7931968,0.7874732,0.7576494,0.7569225,0.7522321,0.73377573",0,1,0,,,
150424302108405_215355245615310,https://www.facebook.com/150424302108405_215355245615310,3/04/2017 13:00,I'll be right there!,"when your crush says she
likes horses","when your crush says she
likes horses",a man riding on the back of a motorcycle,"wheel,people,transportation system,bike,man,seated,woman,roll along,road,street,invalid,vintage,adult,biker,city,wheelchair,driver,nostalgia,vehicle,cyclist","0.97870445,0.9774907,0.97716844,0.970024,0.95743024,0.95309097,0.94719726,0.9464501,0.935378,0.92621887,0.91378903,0.9098226,0.9097532,0.9047729,0.87032366,0.85298824,0.84824824,0.83232594,0.83229196,0.82657343",0,1,0,,,
150424302108405_215953422222159,https://www.facebook.com/150424302108405_215953422222159,4/04/2017 13:00,Priorities lol.,"when you're about to dance the vals
and they bring out the taco tray","when you're about to dance the vals
and they bring out the taco tray",a man and a woman in a suit and tie,"ceremony,dinner jacket,wedding,horizontal,business,man,groom,bride,woman,adult,togetherness,celebration,reception,wear,commitment,indoors,veil,formalwear,people,portrait","0.98495,0.9848281,0.96125495,0.95335954,0.94877476,0.9327702,0.92745477,0.92343444,0.9217856,0.9036397,0.8983691,0.89618635,0.8847438,0.87986076,0.8708488,0.87003756,0.85926354,0.8454541,0.8444241,0.8360172",0,1,0,,,
150424302108405_215954188888749,https://www.facebook.com/150424302108405_215954188888749,5/04/2017 13:00,She's only go to the games for the food.,"when bae is more interested in
los churros than in the game","when bae is more interested in
los churros than in the game",JAY Z et al. standing around each other,"woman,man,horizontal,people,adult,friendship,togetherness,indoors,happiness,communication,cheerful,sit,child,adolescent,enjoyment,portrait,sitting,couple,education,fun","0.9861876,0.9846847,0.98424697,0.98290914,0.97672975,0.96873486,0.96762145,0.9565295,0.931419,0.92625356,0.9116639,0.8793094,0.87574315,0.86241436,0.85849375,0.85292447,0.83585995,0.8254557,0.82057226,0.8156942",0,1,0,,,
150424302108405_215955075555327,https://www.facebook.com/150424302108405_215955075555327,6/04/2017 13:00,McTrio. I can't. :joy:,"when the big mac was the inspiration
for your mariachi band","when the big mac was the inspiration
for your mariachi band",a group of men standing around each other,"car,people,street,road,man,transportation system,hurry,vehicle,crowd,police,driver,sport,fast,winter,offense,competition,event,force,group,public show","0.9745549,0.9607084,0.94129914,0.9369383,0.9162313,0.90482146,0.89391625,0.89342123,0.8916981,0.88973343,0.8764411,0.8723761,0.8629626,0.8620825,0.8288224,0.8235268,0.8103353,0.80391216,0.764657,0.7635049",0,1,0,,,
150424302108405_217444665406368,https://www.facebook.com/150424302108405_217444665406368,6/04/2017 18:01,Download the keyboard here: http://bit.ly/mituKeyboard,"SHARE ALL THE JAJAJA AT YOUR FINGERTIPS
GET THE
gif&emoji
keyboard
by mitú","SHARE ALL THE JAJAJA AT YOUR FINGERTIPS
GET THE
gif&emoji
keyboard
by mitú",Frank Reyes et al. posing for a picture,"portrait,people,adult,woman,fashion,business,man,horizontal,contemplation,facial expression,cute,creativity,young,fun,looking,wear,face,adolescent,hair,child","0.97806436,0.9675582,0.958918,0.9482602,0.9350598,0.92430997,0.9111105,0.90532196,0.89341676,0.8745479,0.85214496,0.85062444,0.8480953,0.8464326,0.83924407,0.83915246,0.83724034,0.8306999,0.80884427,0.80683017",0,1,0,,,
150424302108405_218640798620088,https://www.facebook.com/150424302108405_218640798620088,7/04/2017 16:00,On to the next one.,"when my crush ignores me
NIKE
ESTUVIERAS TAN BUENA","when my crush ignores me
NIKE
ESTUVIERAS TAN BUENA",a picture of some sort,"vertical,illustration,business,paper,symbol,bill,vector,text,horizontal,banner,vectors,no person,image,stock,design,desktop,label,danger,sign,authority","0.9544802,0.9511874,0.9476017,0.94202685,0.9202797,0.88063323,0.86123955,0.8611498,0.85052204,0.84788215,0.8445456,0.8305379,0.8240663,0.8221178,0.8059719,0.803512,0.8009722,0.7957531,0.79176337,0.78840137",0,1,0,,,
150424302108405_218759745274860,https://www.facebook.com/150424302108405_218759745274860,8/04/2017 13:00,I'm watching you.,"when your primo flirts with
your crush","when your primo flirts with
your crush",a group of people posing for a photo,"man,adult,people,portrait,sitting,horizontal,industry,indoors,military,business,communication,looking,togetherness,uniform,car,serious,friendship,transportation system,sit,war","0.99730647,0.98458624,0.9834436,0.9576475,0.9435458,0.9301548,0.9070391,0.90112674,0.9002552,0.89076775,0.8749995,0.8744715,0.87181234,0.86804587,0.84032273,0.83510345,0.8191245,0.8135983,0.80730605,0.79626566",0,1,0,,,
150424302108405_218760371941464,https://www.facebook.com/150424302108405_218760371941464,9/04/2017 13:00,"I got three 6-packs, of course I'm ready.","ready to show off your summer body?
me:","ready to show off your summer body?
me:",a fruit stand,"man,people,adult,sport,influencer,illustration,battle,strength,warrior,shirtless,portrait,athlete,text,physcially force,pride,war,flag,combat,thorax,fist","0.9952269,0.99071336,0.98658764,0.9770592,0.9469707,0.9441935,0.9366011,0.9279935,0.89774275,0.8961882,0.88277024,0.85412157,0.8537041,0.8424381,0.8263756,0.8205088,0.7995435,0.78196585,0.7817894,0.77372503",0,1,0,,,
150424302108405_221039341713567,https://www.facebook.com/150424302108405_221039341713567,10/04/2017 19:00,Womp womp...,"when your crush says ""I like you
as a friend""","when your crush says ""I like you
as a friend""",Lionel Messi et al. sitting in the grass,"man,people,horizontal,soccer,adult,game,sport,fun,competition,sitting,sit,child,family,battle,ball,football,togetherness,adolescent,happiness,shouting","0.98817015,0.9557562,0.94536793,0.928854,0.92722857,0.9157516,0.9081073,0.9022968,0.8925353,0.8870029,0.8840661,0.88347137,0.8688469,0.8591468,0.85605305,0.85253674,0.832363,0.8257052,0.82495743,0.8125253",0,1,0,,,
150424302108405_225533477930820,https://www.facebook.com/150424302108405_225533477930820,17/04/2017 13:07,Oh hell naaaaahhh!,"me: I'm cool if she's still friends
with her ex
also me:","me: I'm cool if she's still friends
with her ex
also me:",a group of women standing next to a woman,"woman,man,people,adult,horizontal,togetherness,indoors,portrait,friendship,child,business,communication,love,looking,family,young,fashion,wear,sit,adolescent","0.99091077,0.9865972,0.9814296,0.9714345,0.9660572,0.94062555,0.9172206,0.904393,0.8718498,0.8609224,0.8510867,0.8472416,0.8179967,0.8173148,0.80698204,0.8028575,0.79024476,0.7781323,0.7780616,0.77385104",0,1,0,,,
150424302108405_226171641200337,https://www.facebook.com/150424302108405_226171641200337,18/04/2017 13:03,Fml.,"when you get ready to go out
and your mom says ""llévate a
tu hermanita""","when you get ready to go out
and your mom says ""llévate a
tu hermanita""",a man holding a tennis racket,"people,man,portrait,adult,one,business,indoors,horizontal,looking,serious,movie,outdoors,television,intelligence,wall,wear,confidence,offense,fine-looking,musician","0.98447394,0.98402035,0.9771218,0.9571067,0.9471559,0.9423488,0.92126715,0.8804009,0.8612629,0.85523105,0.833478,0.8229486,0.82059705,0.8161572,0.81209725,0.8031467,0.7951663,0.7936231,0.7898736,0.7834356",0,1,0,,,
150424302108405_226968001120701,https://www.facebook.com/150424302108405_226968001120701,20/04/2017 13:00,The best kind of rolling.,420 rolling,420 rolling,a hand holding a piece of food,"food,cooking,desktop,hand,refreshment,closeup,no person,meal,ingredients,horizontal,isolate,dinner,preparation,health,healthy,epicure,wood,delicious,bread,lunch","0.9670093,0.9491166,0.9123061,0.89080644,0.8680253,0.86156577,0.8614357,0.8437774,0.8432921,0.84254456,0.840188,0.8343754,0.83081925,0.82414734,0.82142675,0.81954736,0.8179443,0.7870008,0.7667253,0.76206017",0,1,0,,,
150424302108405_231327450684756,https://www.facebook.com/150424302108405_231327450684756,27/04/2017 13:00,She's not *that* amazing.,"when you hear your mom brag
about how great your sister is","when you hear your mom brag
about how great your sister is",a group of people posing for a photo,"woman,child,family,togetherness,man,people,group,four,friendship,adolescent,outdoors,indoors,love,adult,young,horizontal,education,three,fun,looking","0.98887897,0.98245186,0.9800967,0.9735817,0.963287,0.9479948,0.93031365,0.88891053,0.88735807,0.8759922,0.8731601,0.8689184,0.8501817,0.8462062,0.8435823,0.83986896,0.8350769,0.8208723,0.8206185,0.8160754",0,1,0,,,
150424302108405_231374154013419,https://www.facebook.com/150424302108405_231374154013419,28/04/2017 13:00,My mom always thinks it's too late to go out -__-,"when you're trying to sneak out the
house and your mom hits you with
'a dónde crees que vas tan tarde?!'","when you're trying to sneak out the
house and your mom hits you with
'a dónde crees que vas tan tarde?!'",Tyga and a women who is holding a baseball bat,"baseball,uniform,lid,people,teamwork,wear,cap,squad,safety,portrait,man,boy,horizontal,retro,helmet,competition,desktop,looking,outfit,game","0.99245,0.9919605,0.989137,0.9751023,0.95823187,0.94691336,0.9462198,0.9377199,0.93612635,0.9288324,0.9278365,0.9261949,0.9239141,0.91749406,0.913568,0.8826525,0.88001585,0.85059774,0.8354243,0.82693934",0,1,0,,,
150424302108405_233448207139347,https://www.facebook.com/150424302108405_233448207139347,1/05/2017 17:00,Come at me. I am ready.,"when your mom grabs
the chancla","when your mom grabs
the chancla",a man standing next to a newspaper,"man,people,adult,horizontal,indoors,business,communication,graph,education,newspaper,technology,person,one,screen,woman,looking,sit,paper,table,computer","0.97625047,0.96221304,0.9406537,0.92617273,0.9087703,0.8888402,0.8396752,0.77237844,0.74486196,0.74399996,0.7284971,0.71947765,0.7071725,0.67317677,0.67084754,0.6697372,0.66596264,0.6639705,0.66307986,0.64171135",0,1,0,,,
150424302108405_234754417008726,https://www.facebook.com/150424302108405_234754417008726,4/05/2017 15:00,She likes it as much as I do.,"when my mom makes me
babysit my little sister","when my mom makes me
babysit my little sister",a person sitting on the ground,"people,education,horizontal,adult,technology,internet,vertical,woman,illustration,portrait,desktop,communication,business,screen,person,World Wide Web,creativity,computer,indoors,text","0.98772883,0.9706725,0.9569953,0.95543224,0.9452305,0.944879,0.93810534,0.93055296,0.9185475,0.91481614,0.9131696,0.9058391,0.89517754,0.8778657,0.8754184,0.86554307,0.84577894,0.84189177,0.81149846,0.8108896",0,1,0,,,
150424302108405_234877306996437,https://www.facebook.com/150424302108405_234877306996437,5/05/2017 13:00,He’s always there to give you a hand.,"compadre goals

 

w I1@!Â£",compadre goals,a man holding a baby,"man,brawny,fine-looking,strength,exercise,indoors,fitness,people,relaxation,young,sport,muscle,influencer,health,leisure,adult,horizontal,battle,masculinity,athlete","0.99595106,0.97366124,0.97267205,0.9589607,0.9563316,0.9534689,0.94948053,0.938377,0.91079557,0.9028832,0.8982727,0.89216846,0.89084613,0.87859565,0.87805486,0.8613128,0.8592206,0.8577839,0.85395104,0.8507745",0,1,0,,,
150424302108405_237019096782258,https://www.facebook.com/150424302108405_237019096782258,9/05/2017 11:00,Got friend zoned real quick.,"when your crush calls you
buddy","when your crush calls you
buddy",Javier Hernandez looking at the camera,"man,portrait,people,adult,serious,horizontal,fine-looking,headshot,outdoors,contemplation,looking,confidence,stubble,sport,vertical,determination,shirt,happiness,individuality,business","0.9970392,0.9934233,0.99033123,0.98791623,0.95995116,0.9425772,0.9383967,0.9382946,0.9366448,0.9083263,0.90081596,0.88879806,0.8875731,0.87277204,0.8468795,0.83757836,0.8349782,0.8325945,0.8239712,0.82370925",0,1,0,,,
150424302108405_237914913359343,https://www.facebook.com/150424302108405_237914913359343,11/05/2017 14:00,And the cruda is only worse.,drinking at 21 vs drinking 27,drinking at 21 vs drinking 27,a group of people around each other,"man,people,indoors,horizontal,adult,sitting,business,sit,serious,music,communication,battle,television,technology,portrait,bar,wine,concentration,microphone,looking","0.9879211,0.9722477,0.96805024,0.96211195,0.93626547,0.92641604,0.9182154,0.87521636,0.8406685,0.8149298,0.8045096,0.8045058,0.8017185,0.7907742,0.78761876,0.7835266,0.78350854,0.7660183,0.7484333,0.7422454",0,1,0,,,
150424302108405_237918293359005,https://www.facebook.com/150424302108405_237918293359005,11/05/2017 16:00,Me working on a team project.,"mom: mijo, how was school today?
me:","mom: mijo, how was school today?
me:",a group of people looking at a screen,"indoors,horizontal,woman,man,people,adult,child,adolescent,togetherness,relaxation,family,fatigue,education,bed,bedroom,sit,boredom,communication,battle,looking","0.99485403,0.9898902,0.98387396,0.98094904,0.9529747,0.9433856,0.9345006,0.9317655,0.9192704,0.91331625,0.90800494,0.89826924,0.8920331,0.8868538,0.86566246,0.85603917,0.8555275,0.85355663,0.8428093,0.8203471",0,1,0,,,
150424302108405_237947886689379,https://www.facebook.com/150424302108405_237947886689379,12/05/2017 10:00,Based on actual events.,"if a horror movie was based on
your life
THE
SHINING
LE VOY A DECIR A
TU PAPÁ","if a horror movie was based on
your life
THE
SHINING
LE VOY A DECIR A
TU PAPÁ",a close up of a newspaper,"bill,collection,portrait,communication,people,collage,man,adult,text,magazine,desktop,identity,illustration,banner,presentation,paper,business,card,vertical,woman","0.98603326,0.9852462,0.98138505,0.9808307,0.9734028,0.97189176,0.9717332,0.967777,0.9472862,0.9394143,0.91636634,0.9052414,0.9014249,0.89719224,0.8937398,0.89316523,0.89064586,0.87997466,0.87516475,0.8735983",0,1,0,,,
150424302108405_238433176640850,https://www.facebook.com/150424302108405_238433176640850,12/05/2017 15:00,Why do all dads watch tv like this??,"dads know sh*t's going down when
they're watching noticiero univision
standing up","dads know sh*t's going down when
they're watching noticiero univision
standing up",a man standing in front of a television,"indoors,people,man,adult,horizontal,room,woman,family,museum,television,window,sit,business,wall,picture frame,exhibition,side view,illustration,communication,table","0.9817947,0.97926027,0.97228646,0.96532667,0.94861126,0.9353033,0.9294347,0.9124653,0.8999705,0.89545393,0.8652357,0.8621103,0.85418475,0.85122347,0.8420531,0.8312774,0.82503194,0.81685853,0.7989708,0.7940619",0,1,0,,,
150424302108405_238433986640769,https://www.facebook.com/150424302108405_238433986640769,12/05/2017 17:00,:joy:,"when your burrito is as big as
your new primo","when your burrito is as big as
your new primo",a person holding a plate of food,"child,baby,people,little,food,healthy,horizontal,family,indoors,health,hungry,innocence,cute,desktop,confection,newborn,precious,one,human,love","0.9914787,0.9668597,0.9430794,0.94146395,0.9219746,0.9073987,0.90292203,0.8917408,0.890993,0.8830743,0.7993057,0.7935877,0.78935283,0.77705216,0.76064205,0.75274235,0.74218464,0.7395808,0.7316614,0.7162817",0,1,0,,,
150424302108405_238446583306176,https://www.facebook.com/150424302108405_238446583306176,15/05/2017 11:00,That's some next level ish.,"hack to avoid your primo
cheating in video games","hack to avoid your primo
cheating in video games",person holding a baby,"technology,adult,man,horizontal,people,computer,sit,indoors,internet,communication,side view,connection,laptop,looking,light,window,business,woman,desk,child","0.9744568,0.9735521,0.9657821,0.9643668,0.96224535,0.95025474,0.93367136,0.9134517,0.9008944,0.89923674,0.87752485,0.8350687,0.8264566,0.8237908,0.7948929,0.7633548,0.75676143,0.7544284,0.749875,0.74809444",0,1,0,,,
150424302108405_243299669487534,https://www.facebook.com/150424302108405_243299669487534,24/05/2017 11:00,Tastes better than morning breath.,"why wake up to kisses when
you can wake up to huevito
con chorizo","why wake up to kisses when
you can wake up to huevito
con chorizo",a slice of pizza,"food,dinner,delicious,meal,no person,lunch,meat,cooking,nutrition,refreshment,healthy,tasty,traditional,cuisine,homemade,plate,sauce,breakfast,gold,dish","0.9954971,0.9858874,0.9826635,0.97887397,0.9767687,0.9752019,0.9663652,0.95098877,0.9481797,0.94758415,0.9422273,0.93867195,0.9373233,0.93197,0.93195295,0.92578965,0.91732085,0.91574335,0.91476923,0.91405046",0,1,0,,,
150424302108405_243759899441511,https://www.facebook.com/150424302108405_243759899441511,24/05/2017 17:00,Only those who have a whole bunch of primas will understand.,"when you're condemned to be
a chambelan for the next 5 to 7
years","when you're condemned to be
a chambelan for the next 5 to 7
years",a group of people posing for a photo,"woman,group,man,togetherness,teamwork,business,unity,multicultural,horizontal,four,people,group together,ceremony,partnership,adult,indoors,meeting,leader,presentation,five","0.9737814,0.96536493,0.9652493,0.95584,0.9389448,0.93747485,0.93713164,0.9186544,0.90279365,0.89849776,0.8911785,0.88161296,0.8748714,0.8569566,0.8482058,0.84536374,0.8385489,0.82324517,0.7977979,0.78750885",0,1,0,,,
150424302108405_243764899441011,https://www.facebook.com/150424302108405_243764899441011,25/05/2017 11:00,Me sealing the deal.,"me flirting with my crush
do yo like tripe tacos?","me flirting with my crush
do yo like tripe tacos?",a close up of Ryan Gosling,"portrait,adult,people,man,horizontal,headshot,stubble,contemplation,indoors,vertical,beard,serious,confidence,unshaven,individuality,fine-looking,business,looking,uncertainty,content","0.9958967,0.99275506,0.9925579,0.9909909,0.98206407,0.9811387,0.96861124,0.96149623,0.9584465,0.9538456,0.953104,0.9410986,0.92814565,0.90126395,0.88288665,0.8813741,0.8797989,0.84927523,0.838884,0.829275",0,1,0,,,
150424302108405_244186599398841,https://www.facebook.com/150424302108405_244186599398841,25/05/2017 17:00,I'm living.,"baseball stadiums are now selling taco
dogs like the ones I used to make when
we didn't have buns at home","baseball stadiums are now selling taco
dogs like the ones I used to make when
we didn't have buns at home",a hand holding a hot dog,"food,cheese,refreshment,meal,slice,sushi,lunch,seafood,pizza,meat,plate,horizontal,epicure,square,takeout,vegetable,tuna,dinner,no person,tray","0.9914317,0.97015285,0.96739066,0.9663525,0.9462306,0.9386257,0.92068005,0.9190413,0.9047629,0.8979255,0.8977065,0.893666,0.8787856,0.8780787,0.87337834,0.86727786,0.8668864,0.86244273,0.8616975,0.8602805",0,1,0,,,
150424302108405_244674466016721,https://www.facebook.com/150424302108405_244674466016721,26/05/2017 15:01,Why!?,"when bae took 30 selfies of us
but she's still not satisfied and
wants to take more","when bae took 30 selfies of us
but she's still not satisfied and
wants to take more",a group of people looking at a cell phone,"woman,man,indoors,people,horizontal,battle,adult,togetherness,family,young,business,love,two,force,adolescent,couple,communication,friendship,sit,looking","0.99229217,0.97163606,0.96362394,0.9555658,0.95493263,0.92483234,0.8928571,0.8921494,0.8622434,0.834652,0.8323965,0.83152556,0.8119843,0.7646786,0.7610262,0.7584603,0.755268,0.7530935,0.75097704,0.7507994",0,1,0,,,
150424302108405_246540335830134,https://www.facebook.com/150424302108405_246540335830134,30/05/2017 17:00,I can disappear one pound burrito in few minutes. :joy:,"do you know a magic trick?
me:","do you know a magic trick?
me:",a man sitting at a table,"man,people,indoors,horizontal,sit,adult,table,casual,togetherness,family,looking,business,paper,woman,friendship,sitting,communication,young,elderly,serious","0.9876914,0.9301605,0.925264,0.91199327,0.90264595,0.86889094,0.8619197,0.76135933,0.75909054,0.75479233,0.7403847,0.7351947,0.73430896,0.71011627,0.69630414,0.67382336,0.65531355,0.644812,0.64085543,0.6129721",0,1,0,,,
150424302108405_247025372448297,https://www.facebook.com/150424302108405_247025372448297,31/05/2017 20:00,:joy:,"me wishing happy birthday
to my dad","me wishing happy birthday
to my dad",a close up of a sign,"desktop,illustration,round out,cake,image,shape,symbol,round,disjunct,food,closeup,isolate,sign,refreshment,no person,abstract,texture,paper,cookie,pastry","0.91576624,0.9003743,0.892805,0.87964624,0.868851,0.86154443,0.8588136,0.85872686,0.8400823,0.8241014,0.8186844,0.8134016,0.81291723,0.8030442,0.7883601,0.77445567,0.76729727,0.7426692,0.74064326,0.72798496",0,1,0,,,
150424302108405_255106328306868,https://www.facebook.com/150424302108405_255106328306868,16/06/2017 15:00,No competition.,her ex vs me,"her ex vs me
eaaru",a plate of food and a cup of coffee,"food,plate,meal,healthy,lunch,refreshment,bowl,restaurant,dinner,table,dish,vegetable,epicure,appetizer,no person,cheese,hot,cuisine,tasty,breakfast","0.98632985,0.96849895,0.96260107,0.93896925,0.9372817,0.9293412,0.9288006,0.92385435,0.9132881,0.9119359,0.9108432,0.90971476,0.9000048,0.8919672,0.8858291,0.8758652,0.87576026,0.8715482,0.8592683,0.85858124",0,1,0,,,
